,repeat0_p0,repeat1_p0,repeat2_p0,repeat3_p0,repeat4_p0,repeat5_p0,repeat6_p0,repeat7_p0,repeat8_p0,repeat9_p0,target
0,15.92124679256333,16.071043472461724,16.248252330813777,16.34734037161031,16.105586387009023,16.398978188102983,16.02846756977442,16.07386478387469,16.138023586831075,15.548187859153341,21.0
1,15.963569342708508,16.506794280678342,17.585347962814346,16.408311848333696,17.08683266531756,17.45597512753568,16.494357060654647,16.625694815635736,17.0457983087713,16.594639529517536,7.0
2,15.080028341208656,14.838792587155947,15.120673503613977,14.449289275983087,13.938174796931067,15.309732707981553,13.969360675827879,14.777326327441358,15.784254232758517,15.886186201493546,22.0
3,17.579299005238934,17.736360845274277,17.760311130164993,16.735589039220574,16.301848303565485,17.371970581264375,17.503840684662475,16.888393784314893,17.2110207023754,16.971186999483166,21.0
4,16.589912695368085,17.276506112996774,17.66996470148917,16.560553692869895,17.184667648914978,16.712587398258542,18.530555526393478,18.184558503342323,17.912748939165354,16.590330639408833,16.0
5,21.149380079302432,21.405773357370492,20.865476622513317,21.748189903807955,20.27006735213712,19.708293971993793,20.97911955707256,21.812477629080423,19.335181269959953,21.13587938373226,21.0
6,17.828716861473882,18.298267584448766,18.505328083315845,18.537738340437002,18.36651106128295,18.47344665441295,18.631013803543617,18.51030070155481,18.455588054809205,18.70696784010913,11.0
7,15.605389994530693,15.70126826942704,15.990946239391018,15.70964926670785,15.908601851118615,15.968689708861504,14.830085536072705,15.335782852002566,14.745005681190129,15.698809556209145,16.0
8,16.95123986683821,15.680380569056236,16.788201983080032,19.478366533961477,17.78340067079607,17.254602913165872,14.90631708923665,18.03057370683715,17.972464980708423,17.33356930278432,21.0
9,16.965440557444346,15.841857312410522,17.762542786520477,17.346354677219708,17.309725192571243,16.699545222337516,16.90458119536173,17.05601143724668,17.876024770818823,16.322344796370487,9.0
10,15.9000594237179,16.593950344391864,16.087260333867555,16.399202586210272,15.382978245896767,15.720560791285177,15.989337391374711,15.632324314569981,15.757598893917828,16.047260846531763,12.0
11,14.110127810376653,14.794010874259072,15.39407577760163,15.972841125072186,15.038514673356243,14.60896423382429,15.86034500780006,16.270132125235868,14.236547260898455,15.939116998316496,24.0
12,18.375033559646354,19.66708283930447,19.32140286508246,19.64349144990765,19.598335598574273,20.350829554631957,20.17634554480877,19.200746038760364,20.12058413714368,20.105632287046852,12.0
13,13.728791374704052,13.86127561624949,14.443192671208465,14.452424690443191,14.13721870322055,14.426673085146456,13.908613138488004,14.247095474741762,13.902340437527776,13.986931350791288,9.0
14,18.424867957678657,17.65240558890239,19.39355022932133,20.10841809824725,21.014937644537667,18.337593493147182,19.250977725925125,20.573939290444827,18.46093473413891,19.183457197530878,11.0
