,repeat0_p0,repeat1_p0,repeat2_p0,repeat3_p0,repeat4_p0,repeat5_p0,repeat6_p0,repeat7_p0,repeat8_p0,repeat9_p0,target
0,15.828192163269334,15.992753173722475,16.190443025366523,16.30167033427707,15.8925781989555,16.55638231246759,16.156192034215323,15.885864487126959,16.03414914129595,15.523631195115922,21.0
1,15.971768872816423,16.517403797223544,17.758996072296007,16.40660721120743,17.398988965435194,17.90146893606042,16.486655305756212,16.627343645790596,17.051798559800574,16.61940068047415,7.0
2,14.941428739277786,14.508598314358068,14.905463903560804,14.11608333501604,13.52738935426743,14.988337766405703,14.412555082331352,14.965205708802571,15.912341453720309,15.079750604339033,22.0
3,16.300949298281694,16.662376407005492,17.094221202043173,16.8985343904976,17.201710641329008,17.93517402310261,17.087697248476363,17.13997637423362,16.463736520846897,16.44507505205378,21.0
4,15.576785220626439,16.993910645217845,17.410021991467453,16.05996919372368,16.712231621393485,15.869290405891931,18.613374154048138,17.58760319286813,18.04937064235442,16.154368300809754,16.0
5,21.146044939901103,21.342495773566405,20.806124540720432,21.749904785051754,20.257070631505528,19.285809834226697,20.91257098841914,21.809887523578784,18.738573133094825,20.901264982467044,21.0
6,17.770290243382775,18.265661559685554,18.863524238432746,18.64155543224099,18.556935392894708,18.044499342602023,19.506149162798422,18.884679483855884,19.121914804608746,19.270803887920444,11.0
7,15.639235074887008,15.754849921053822,16.08822806224817,15.721531031322433,16.177399748921886,16.110635390110296,14.845655113785481,15.401610945165602,14.771798078832656,15.74905988877512,16.0
8,17.023488196144996,16.067471470134656,17.249821932116514,19.492866145148078,17.816155151355858,17.255512949831626,15.514772438289224,17.962969469353766,17.982271154771375,17.23746042939957,21.0
9,16.878592749888192,15.869162690590901,17.331368359514258,17.335030320284865,16.62416462165499,17.03868678503212,16.72120082110684,17.052168487321946,17.746780012148474,16.087767777283883,9.0
10,15.90049332571532,16.563908718861708,16.142874818278212,16.39955895633785,15.35176405650839,15.754521000737121,16.17250506409064,15.632213859297348,15.771577927202728,16.012789305359853,12.0
11,14.244789455699834,14.898822745664976,15.628254865454275,16.135361803082418,15.076661209357226,14.482989159413354,15.911206009840669,16.21891453203827,14.062580896119005,16.018069546974687,24.0
12,18.39537399503362,19.74753512626706,19.225933800451248,19.37609959711684,19.519888831766846,20.402603151590583,20.183168288691952,19.166112501443386,20.216177790320096,20.185092462685738,12.0
13,13.889419399416646,14.001272454024193,14.544801253893485,14.418988450988179,14.455457594572316,14.348993778326555,14.104104162810167,14.632359765052927,13.940276509471015,14.458385235102412,9.0
14,17.697300091376682,16.630783357468385,18.560134094498856,20.05578036901398,21.38252081705663,17.463614482368683,18.481493886181873,20.467091239085274,17.492181349907312,18.31520925881944,11.0
15,16.31582872506791,14.550677675834343,15.79741780399707,13.800481522850376,16.29806301280358,15.729358136473131,15.6122758689334,16.005766876286078,13.120526516956552,15.579462814030943,23.0
16,11.739872431863908,9.87692726167217,9.904479982859906,12.408891414473933,10.823532153196792,10.963799860102581,10.578415085509375,10.969242334391296,11.437010279765433,10.893825893469579,8.0
17,15.240734017045021,14.699749811597783,15.128531702422517,14.889487055871342,14.332841231635157,14.614647546506122,15.384439326635636,15.01837296092004,14.865706743162132,14.853401794733067,17.0
18,14.247857855237488,13.869684728729332,14.09756418930579,14.721643989461928,14.274170576745801,14.300153287514815,14.27869562642313,13.522812306016139,14.342882965015287,15.24494140656606,9.0
19,16.405008281521233,16.576720266883285,16.844409838148188,15.67121750281352,15.072228874076561,14.445093372084562,16.462182276563443,16.057383419821896,13.844466240062047,14.645826867057373,15.0
20,17.49277325166983,17.044756635367882,16.833359440765932,17.366344120750476,16.32750437362757,16.61344385399945,17.07359401770237,16.567038277047093,17.812568926584383,16.50822865058565,22.0
21,16.85118314036424,17.766565691638277,18.54854764389686,18.94815517449331,16.950369772238936,18.82025385040302,19.218283568010044,17.64499266754285,17.46575008171293,18.24350956634688,22.0
22,18.583507697608972,18.619320176900665,19.306663067306268,18.52674503884925,18.559085040709203,19.338081563432468,20.0140390737594,18.97410585288481,18.660718267854413,19.40927035871983,20.0
23,18.075544583726437,18.480145810579486,18.398762242403375,18.62055034580893,18.176837759567796,18.519195121560376,17.25885704296611,17.983814943236556,18.352913444764386,17.491842788170963,15.0
24,14.055027445938677,14.337020135125206,14.486361358810843,14.334594041530748,15.265062531721561,14.712838018834955,14.790441714381359,14.40607955455047,15.646424166171101,15.21122112034775,20.0
25,18.384202134991952,17.63154480746943,16.064995515530377,17.122434364105832,15.815713801792548,16.176411213821602,16.121791025174872,16.833272781092546,16.58873910978241,16.34882385765808,7.0
26,17.966526208937744,18.98617156892444,19.021675380875458,19.562972402726793,18.27290189626195,19.25592153166832,19.34349827281332,19.26525840141892,19.52288474715791,18.883576216751703,20.0
27,18.301356138402397,18.33448681608163,19.04550501044049,17.765106473555463,17.811882877036247,18.082632722268134,18.68229339826667,18.521699302465457,17.103893868290214,17.378347227043854,11.0
28,11.92583422764607,11.575504076266128,11.007235073972632,11.542343350811528,11.628045793888102,11.251147252707042,11.638062042354143,12.50910840702905,11.413552425242674,13.188108594236223,22.0
29,20.631414622653942,20.063510420885137,20.68970754818517,20.408190209925777,22.579497123185554,21.300564843200412,21.09667165389157,21.66139148555699,20.465133395351984,21.09500191142714,21.0
30,13.817856952917888,15.154966726119572,16.405962734611556,14.851246712178746,12.316052207232993,15.106949946892993,12.774765983076595,13.698311811621311,13.547928725979482,16.46541533700913,15.0
31,18.175639848165282,18.568107918606273,17.425186939402455,17.825025273370816,18.209381981717392,17.940780951833773,17.908946717837168,18.82903486078465,18.219950476774244,17.780631170494868,12.0
32,18.2953987693242,19.436221046949512,19.414855259289375,19.814598497134213,18.493907994958846,19.655478558784267,19.08343999567072,19.194933430146357,19.193372361752168,18.76061733028778,20.0
33,17.77297339002493,18.522343027283725,19.354519221072632,18.695407011774016,18.09612089664124,18.83903479986432,17.958226702045632,18.834490901213996,18.935244266740682,18.76191658156918,18.0
34,20.25423003104213,19.714056380906456,19.630586970777337,19.077338436265222,19.432280655541753,19.816865335330398,19.304659270691175,19.578962503448587,18.950557732663096,19.188868756151898,6.0
35,19.34216654691832,20.012867551927748,18.616007481551645,20.031779190981148,17.921131996442625,19.14322254092155,19.036505064211603,19.565561054545565,20.682956750188545,20.134531365775924,19.0
36,15.848754578856074,17.07291341134674,16.69319121193697,15.964509624566041,15.110619482434503,18.387354488626123,17.030743328852648,16.930573110071986,16.562702377252194,14.190510321693042,18.0
37,15.90541230831657,14.204401001321731,17.574183539232173,16.486624876500585,14.02856316498689,15.339102962440583,16.163781309414293,14.500814946604917,16.89647312996239,17.67109762099561,16.0
38,18.655520803929026,19.0469871537453,19.029605529812905,17.630413303353542,18.569112432070483,19.95910454208974,16.99014960018482,18.806661703803755,19.645646596289023,17.868409385845307,6.0
39,12.62105224855013,13.471845567700829,12.271560937354511,12.970168518560357,12.633163699037983,13.772536740054306,12.592529436586753,13.385263220961814,14.482026220096635,12.262021616037638,6.0
40,14.671714794406633,15.501442066041186,15.908350762657061,16.314301288848455,16.1624413462414,16.088493097494556,15.468572738806849,15.392160609862605,16.211241232058427,15.425326550595454,19.0
41,15.977030875499192,15.477000532945587,14.667202124773812,14.961141332382407,15.084371732462094,15.623608116717765,15.323081595233608,15.234978805511423,14.687462230254543,15.549598956257897,12.0
42,17.144755225958313,18.156614097099816,17.724149265975075,17.67599145706709,17.362576660572064,17.912336017911947,17.710077917313633,17.639339525645063,18.01916943631695,18.219964237018974,23.0
43,21.521907169264345,21.099633945131835,22.005584550545045,21.569121031415385,20.998698582281317,21.44731057453719,21.2223758638372,21.27869812915165,21.657978690122906,21.830352780290365,21.0
44,14.673377262464735,14.259154003723761,13.070543598672044,12.415812699629297,13.691208581025109,13.840406470738278,14.615259569305177,14.104546788251817,14.316899453677761,13.587801989607387,11.0
45,16.74140591816958,16.819933925378702,15.868649261862757,17.534262186137916,17.70445535664154,16.001054120429913,15.850687403106544,16.89358292888425,17.068310609095093,16.7083644910161,14.0
46,16.78842872642005,18.362446101108283,19.299742772224704,16.831073492635877,16.42088696150878,17.621198098264777,16.85994210368676,18.60227521852837,17.20880609264841,17.7893507084452,20.0
47,17.585486126729258,17.43034833701843,16.778652124485035,17.510353539667268,17.182339953667572,16.99955447932429,17.600878774684606,17.662039448508665,17.053192194765057,17.295006186129367,20.0
48,18.172478389538966,19.00512414223749,19.372126075726612,18.89444421117326,18.433599065443904,19.386443815810665,18.742071449712565,19.605658546514114,19.582308255680083,19.0403198944681,16.0
