fit_time,score_time,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_r2,n_train,n_test,repeat,fold,cv_mdsum,model
18.22740387916565,0.05966496467590332,-5.378028179183838,-45.579389741972314,0.830351913656737,449,113,0,0,e124cbe0c31d1aa727e5d0825fe76d79,gauss
18.207459926605225,0.059689998626708984,-5.429826315634247,-45.101750921837045,0.8292580804412255,449,113,0,1,e124cbe0c31d1aa727e5d0825fe76d79,gauss
17.811939001083374,0.061244964599609375,-5.341967275675027,-44.11158885140687,0.8340500462473575,450,112,0,2,e124cbe0c31d1aa727e5d0825fe76d79,gauss
17.882739067077637,0.05833172798156738,-5.365895974930447,-46.427215745574486,0.8346084636679905,450,112,0,3,e124cbe0c31d1aa727e5d0825fe76d79,gauss
18.14050316810608,0.05757474899291992,-5.237909242081375,-41.34902705552251,0.8477839900071079,450,112,0,4,e124cbe0c31d1aa727e5d0825fe76d79,gauss
17.807010173797607,0.05834388732910156,-5.687274427601254,-48.53135350876644,0.8205010388358542,449,113,1,0,e124cbe0c31d1aa727e5d0825fe76d79,gauss
17.910186052322388,0.06058764457702637,-4.852891257514835,-36.53864628388885,0.8597749439103908,449,113,1,1,e124cbe0c31d1aa727e5d0825fe76d79,gauss
17.73520588874817,0.06906485557556152,-5.136082957009701,-40.403695441752056,0.848591203485827,450,112,1,2,e124cbe0c31d1aa727e5d0825fe76d79,gauss
21.057188034057617,0.060642242431640625,-4.893829300711546,-36.71064547638316,0.8679781605809336,450,112,1,3,e124cbe0c31d1aa727e5d0825fe76d79,gauss
17.739815950393677,0.05758786201477051,-6.088084073658906,-60.253111010880566,0.7808959853971511,450,112,1,4,e124cbe0c31d1aa727e5d0825fe76d79,gauss
17.902925729751587,0.05972027778625488,-5.1400828599557755,-43.45021669154901,0.8373313477181508,449,113,2,0,e124cbe0c31d1aa727e5d0825fe76d79,gauss
17.774505138397217,0.059021949768066406,-5.865607385399646,-48.58869354776241,0.8218512227962926,449,113,2,1,e124cbe0c31d1aa727e5d0825fe76d79,gauss
18.09700608253479,0.05904507637023926,-4.986408044897841,-37.88814997000487,0.8572145792679869,450,112,2,2,e124cbe0c31d1aa727e5d0825fe76d79,gauss
17.638015031814575,0.05908608436584473,-5.625659105557814,-47.64923305944003,0.8275113073163192,450,112,2,3,e124cbe0c31d1aa727e5d0825fe76d79,gauss
18.184901237487793,0.06104874610900879,-5.040404311528669,-39.80350123113118,0.8523144831004146,450,112,2,4,e124cbe0c31d1aa727e5d0825fe76d79,gauss
17.824490070343018,0.06022477149963379,-5.378736918916736,-47.83121087551248,0.8224924635526845,449,113,3,0,e124cbe0c31d1aa727e5d0825fe76d79,gauss
17.61634612083435,0.05923295021057129,-5.060082517668736,-39.93464209906617,0.8518959817269954,449,113,3,1,e124cbe0c31d1aa727e5d0825fe76d79,gauss
17.72340726852417,0.0578608512878418,-5.090744823385047,-40.471887640696636,0.845285319195525,450,112,3,2,e124cbe0c31d1aa727e5d0825fe76d79,gauss
17.836726903915405,0.05747509002685547,-5.0743189175848755,-37.60785281172524,0.8644157193850905,450,112,3,3,e124cbe0c31d1aa727e5d0825fe76d79,gauss
18.05312204360962,0.059697866439819336,-5.596415413429633,-48.30623380426454,0.8228740130431801,450,112,3,4,e124cbe0c31d1aa727e5d0825fe76d79,gauss
18.442307233810425,0.0607600212097168,-5.0644646943346885,-42.659941658597624,0.8413151080249597,449,113,4,0,e124cbe0c31d1aa727e5d0825fe76d79,gauss
17.94399404525757,0.05892205238342285,-5.39242077175487,-44.14534156974247,0.8336117786005495,449,113,4,1,e124cbe0c31d1aa727e5d0825fe76d79,gauss
19.531014919281006,0.06706619262695312,-5.350389396259037,-41.98191787061152,0.8386739925773564,450,112,4,2,e124cbe0c31d1aa727e5d0825fe76d79,gauss
21.408317804336548,0.061469078063964844,-4.847986378941906,-39.038447700401846,0.8626202012847941,450,112,4,3,e124cbe0c31d1aa727e5d0825fe76d79,gauss
17.895784854888916,0.059310197830200195,-5.599796218707541,-47.19567266863566,0.8265509671247169,450,112,4,4,e124cbe0c31d1aa727e5d0825fe76d79,gauss
