fit_time,score_time,test_neg_mean_absolute_error,test_neg_mean_squared_error,test_r2,n_train,n_test,repeat,fold,cv_mdsum,model
8.209527015686035,0.040889739990234375,-6.918533333340994,-76.5956842293896,0.7149081783404653,449,113,0,0,e124cbe0c31d1aa727e5d0825fe76d79,svm
8.662410974502563,0.04168295860290527,-6.968815916224653,-74.14012386526633,0.7193273696398377,449,113,0,1,e124cbe0c31d1aa727e5d0825fe76d79,svm
8.475414991378784,0.04067683219909668,-6.738483885818054,-70.66889081378302,0.7341401779518126,450,112,0,2,e124cbe0c31d1aa727e5d0825fe76d79,svm
8.150696039199829,0.040740013122558594,-7.294410327187732,-78.68982830647096,0.7196766726518624,450,112,0,3,e124cbe0c31d1aa727e5d0825fe76d79,svm
8.410884141921997,0.03886580467224121,-6.755840268845446,-70.10798483122458,0.7419151433642759,450,112,0,4,e124cbe0c31d1aa727e5d0825fe76d79,svm
8.258967161178589,0.04049181938171387,-6.973864139304262,-80.04566714147758,0.7039416159083458,449,113,1,0,e124cbe0c31d1aa727e5d0825fe76d79,svm
8.214799880981445,0.0417630672454834,-6.3961414683369835,-61.61136039702544,0.7635529132550415,449,113,1,1,e124cbe0c31d1aa727e5d0825fe76d79,svm
8.171000003814697,0.03952908515930176,-6.61316813111116,-66.25103506891422,0.7517308905057027,450,112,1,2,e124cbe0c31d1aa727e5d0825fe76d79,svm
8.172851085662842,0.041441917419433594,-6.708025281967513,-64.78817050991675,0.7670034581980323,450,112,1,3,e124cbe0c31d1aa727e5d0825fe76d79,svm
8.339745044708252,0.03771185874938965,-8.374059549094785,-105.08319450116599,0.617876166122945,450,112,1,4,e124cbe0c31d1aa727e5d0825fe76d79,svm
8.152714014053345,0.041192054748535156,-6.14661049978369,-59.81162775297002,0.7760775982677286,449,113,2,0,e124cbe0c31d1aa727e5d0825fe76d79,svm
8.198075294494629,0.04229402542114258,-7.689790597021376,-86.63162411722142,0.6823681235947754,449,113,2,1,e124cbe0c31d1aa727e5d0825fe76d79,svm
8.314316034317017,0.040490150451660156,-6.595368243749069,-66.18614648877248,0.7505706459536374,450,112,2,2,e124cbe0c31d1aa727e5d0825fe76d79,svm
8.132504940032959,0.0437619686126709,-7.666228944004566,-91.94362266922685,0.6671670401277399,450,112,2,3,e124cbe0c31d1aa727e5d0825fe76d79,svm
8.131094932556152,0.040429115295410156,-7.1349921477963125,-77.64571847829701,0.7119060456033883,450,112,2,4,e124cbe0c31d1aa727e5d0825fe76d79,svm
8.276496887207031,0.04117012023925781,-7.491088348298664,-77.89968904896266,0.7109046239895107,449,113,3,0,e124cbe0c31d1aa727e5d0825fe76d79,svm
8.3692147731781,0.041602134704589844,-6.646758193983297,-73.79379013525543,0.7263239065592703,449,113,3,1,e124cbe0c31d1aa727e5d0825fe76d79,svm
8.151637077331543,0.039531707763671875,-7.417583041936295,-81.98840927489424,0.6865772438576185,450,112,3,2,e124cbe0c31d1aa727e5d0825fe76d79,svm
8.268262147903442,0.04135394096374512,-6.701267932882189,-69.6460225628591,0.7489113267341088,450,112,3,3,e124cbe0c31d1aa727e5d0825fe76d79,svm
8.221729755401611,0.041410207748413086,-6.464613173975955,-68.63359766413052,0.7483390285834457,450,112,3,4,e124cbe0c31d1aa727e5d0825fe76d79,svm
8.270947217941284,0.03915286064147949,-7.087257538521034,-78.92902982019125,0.7064026793344772,449,113,4,0,e124cbe0c31d1aa727e5d0825fe76d79,svm
8.195433139801025,0.04174685478210449,-7.1121426937454215,-77.24042453201415,0.7088730905453204,449,113,4,1,e124cbe0c31d1aa727e5d0825fe76d79,svm
8.405476808547974,0.04204511642456055,-6.956624968531121,-71.61612757585944,0.7247971385087225,450,112,4,2,e124cbe0c31d1aa727e5d0825fe76d79,svm
8.155208110809326,0.03938913345336914,-7.050656732012982,-77.42753825102864,0.7275255486188115,450,112,4,3,e124cbe0c31d1aa727e5d0825fe76d79,svm
8.213021278381348,0.038545846939086914,-6.887458352329938,-71.80677987873126,0.7361025742486929,450,112,4,4,e124cbe0c31d1aa727e5d0825fe76d79,svm
